265.7,6288.671442,28,204.3132916,20,2
372.8,12660.04654,20,204.3132916,16,2
127.4,10492.46792,54,204.3132916,39,5
109.6,17639.68021,57,204.3132916,47,5
92.6,20486.96736,22,204.3132916,13,2
108.6,24311.474,44,204.3132916,26,4
78.3,21324.77633,44,204.3132916,28,4
92.5,17979.26012,42,204.3132916,38,4
79.5,13210.40463,28,204.3132916,22,2
77.4,15946.07019,64,204.3132916,43,6
84.7,14924.28905,50,204.3132916,46,5
74.6,16141.16861,63,204.3132916,52,6
111.2,17743.07839,41,204.3132916,35,4
119.3,15696.88374,52,204.3132916,32,5
79.3,26308.81852,71,204.3132916,44,7
105.2,20132.8112,91,204.3132916,99,9
128.1,17837.52652,39,204.3132916,18,3
146.1,15208.8998,72,204.3132916,52,7
89.1,24162.62249,70,204.3132916,61,7
78.4,16900.87115,144,204.3132916,162,10
140.7,9129.247173,63,204.3132916,43,6
188,13701.83382,98,204.3132916,30,9
95.8,19824.56152,98,204.3132916,42,9
83.6,18590.97835,49,204.3132916,32,4
95,8106.672315,4,53.15412986,1,0
100.2,12042.04363,14,53.15412986,10,1
86.7,16381.45199,40,53.15412986,39,4
89.7,7846.682495,22,53.15412986,19,2
92.4,7595.21096,11,53.15412986,9,1
100.7,3615.432362,9,53.15412986,7,0
93.3,17317.42067,5,53.15412986,3,0
83.1,17338.43488,11,53.15412986,9,1
112,5976.450609,6,53.15412986,4,0
98.8,779.3901643,3,53.15412986,1,0
93.3,6780.354309,56,58.08983337,49,5
93.8,9297.617233,49,58.08983337,42,4
84.9,15694.59612,94,58.08983337,82,9
79.3,6580.640982,55,58.08983337,48,5
102.2,167.8548106,4,58.08983337,0,0
107.1,117.8093227,0,58.08983337,0,0
98.9,1826.138861,9,40.03749609,7,0
107.1,1993.615842,52,41.23472228,45,5
105.1,2545.896102,8,41.23472228,5,0
106.5,293.8355417,6,23.74958639,4,0
90.8,9844.074286,111,43.26112778,97,10
99.7,6634.847806,188,43.26112778,164,10
84.1,5586.257982,72,43.26112778,72,7
91.9,9544.68224,72,43.26112778,63,7
87.7,15449.74378,187,43.26112778,50,10
79.9,8118.70576,35,43.26112778,30,3
105,1143.184118,148,43.26112778,129,10
91.2,984.1083277,6,43.26112778,3,0
98.2,4204.833101,25,43.26112778,21,2
85.4,4017.493208,86,43.26112778,75,8
104.9,1709.29486,12,43.26112778,10,1
87.8,5956.755065,13,43.26112778,10,1
81.6,1544.383368,53,43.26112778,46,5
86.1,5339.35363,10,43.26112778,7,1
102.9,3472.211028,36,43.26112778,5,3
83.4,7580.095461,80,43.26112778,70,8
82.7,3030.719566,11,43.26112778,9,1
95.2,3046.023532,13,43.26112778,11,1
90.8,1814.8733,125,43.26112778,109,10
98.1,677.4628805,4,43.26112778,1,0
109,473.4805693,17,43.26112778,14,1
108.6,334.8493958,9,43.26112778,7,0
97.6,1623.41469,45,43.26112778,399,4
118.6,1205.69531,51,43.26112778,44,5
92.8,875.9560561,39,43.26112778,34,3
96.9,728.29225,14,43.26112778,12,1
121.1,179.053512,38,43.26112778,18,3
103.5,183.0325016,2,43.26112778,1,0
104.7,64.49324166,0,43.26112778,0,0
104.2,74.30825668,2,43.26112778,1,0
95.8,134.097443,1,43.26112778,1,0
100.4,252.0696757,10,30.85402127,5,1
100.2,405.6364081,26,30.85402127,18,2
100,204.5199404,5,30.85402127,1,0
97.6,501.9507318,0,30.85402127,0,0
94.9,142.3351724,1,30.85402127,0,0
95.3,775.903359,5,30.85402127,3,0
104.3,55.3869957,0,30.85402127,0,0
106,37.90719673,0,30.85402127,0,0
110.5,46.53222869,1,30.85402127,0,0
104.4,34.45017859,3,30.85402127,1,0
110.2,28.50926514,4,30.85402127,2,0
110,30.37119418,0,30.85402127,0,0
100.8,50.57722525,11,30.85402127,5,1
107.3,27.19366437,0,30.85402127,0,0
103.6,33.74352197,0,30.85402127,0,0
104,19.17968013,9,30.85402127,7,0
104.7,44.13355687,0,30.85402127,0,0
101,213.7010009,13,35.43912449,11,1
100.6,150.9957843,0,35.43912449,0,0
97.7,895.7499957,25,35.43912449,21,2
108.1,55.76890144,0,35.43912449,0,0
106.1,94.566649,2,35.43912449,0,0
105.7,56.42334941,1,35.43912449,0,0
118.9,200.7198614,1,35.43912449,0,0
110.1,44.52021984,11,35.43912449,9,1
123.6,181.2518439,9,35.43912449,7,0
108.4,37.61789996,1,35.43912449,0,0
97.6,454.4707926,2,35.43912449,0,0
103.3,1033.794468,113,36.39256943,98,10
106,122.009453,4,36.39256943,2,0
101.1,175.3202444,0,36.39256943,0,0
112.8,576.7531296,23,36.39256943,20,2
103,235.9124643,11,36.39256943,9,1
106.4,212.0033407,8,36.39256943,7,0
93.5,704.9072234,3,36.39256943,1,0
108.3,235.4481172,3,36.39256943,1,0
122.1,89.50633978,6,36.39256943,5,0
102.5,105.5507822,13,36.39256943,11,1
104.8,142.5917007,1,36.39256943,0,0
105.4,64.69048431,0,36.39256943,0,0
104.8,225.1414655,4,36.39256943,2,0
101.3,144.8691651,0,36.39256943,0,0
105.5,120.7219103,1,36.39256943,0,0
94.1,3180.658503,10,28.43751058,8,1
101.8,676.9440699,10,28.43751058,8,1
100.2,561.0935121,4,28.43751058,1,0
102,158.0211286,1,28.43751058,0,0
101.6,107.750066,0,28.43751058,0,0
105.8,152.6575076,3,28.43751058,0,0
115.1,111.8592877,1,28.43751058,0,0
110.1,32.32693686,0,28.43751058,0,0
104.9,38.05544598,0,28.43751058,0,0
105.3,41.70539895,1,28.43751058,0,0
111.4,46.51529191,0,28.43751058,0,0
104.7,56.50241649,0,28.43751058,0,0
103.5,90.30885574,1,28.43751058,0,0
103.1,106.6125246,0,28.43751058,0,0
91,4420.294211,9,16.79672725,7,0
102.5,550.5314366,4,16.79672725,0,0
95.2,308.5293433,3,16.79672725,0,0
117.1,188.1044998,1,16.79672725,0,0
104.8,328.2708102,4,16.79672725,0,0
110.5,101.1773037,0,16.79672725,0,0
117.5,51.76624463,0,16.79672725,0,0
103.4,58.2650054,0,16.79672725,0,0
102,79.68767574,0,16.79672725,0,0
103.6,61.65176427,1,16.79672725,0,0
98.7,79.61034676,1,16.79672725,0,0
103.6,67.35479534,0,16.79672725,0,0
138.6,88.5899829,3,16.79672725,0,0
105.3,181.4934742,2,16.79672725,0,0
107.3,82.5265475,1,16.79672725,0,0
105.2,112.5920206,1,16.79672725,0,0
112.6,87.1967412,0,16.79672725,0,0
101,126.5532347,0,16.79672725,0,0
102.1,69.21199487,0,16.79672725,0,0
105.9,60.37412031,0,16.79672725,0,0
99.1,446.4061202,54,23.9989612,47,5
106.9,191.5382353,56,23.9989612,49,5
102.5,139.2909917,19,23.9989612,16,1
99.5,104.1493918,55,23.9989612,48,5
106.4,678.4957749,78,23.9989612,68,7
99.4,155.2228923,6,23.9989612,1,0
110.4,110.5308214,43,23.9989612,37,4
102.3,78.26789555,16,23.9989612,14,1
99.7,78.61199073,3,23.9989612,0,0
116.3,638.8017376,639,23.9989612,148,10
112.8,38.17788089,6,23.9989612,1,0
104.4,44.38782959,43,23.9989612,40,4
107.5,29.81673319,2,23.9989612,0,0
103.1,20.53070361,2,23.9989612,0,0
104.1,49.54209978,2,23.9989612,0,0
106.8,61.32984421,142,23.9989612,119,10
116.6,82.70799042,10,23.9989612,7,1
119.7,70.58577222,22,23.9989612,18,2
104.7,255.7941001,51,23.9989612,39,5
103.7,84.28387363,43,23.9989612,40,4
105.9,26.47581882,71,23.9989612,68,7
103.2,49.33556086,1,23.9989612,0,0
100,126.717748,0,23.9989612,0,0
96.3,487.4209198,12,27.87191441,10,1
96.4,540.8066378,1,27.87191441,0,0
104,278.8852059,3,27.87191441,0,0
99,1171.354644,21,27.87191441,18,2
102.1,131.6408823,5,27.87191441,0,0
107.1,612.6209241,18,27.87191441,15,1
100.9,724.0982427,12,27.87191441,10,1
99.8,1390.679821,35,27.87191441,21,3
106.8,55.82403695,1,27.87191441,0,0
119.5,155.360056,2,27.87191441,0,0
105.7,116.0290605,12,27.87191441,4,1
102.2,120.5534773,1,27.87191441,0,0
104.9,67.27803196,0,27.87191441,0,0
106.1,44.22621352,1,27.87191441,0,0
101.8,54.20197021,1,27.87191441,0,0
101,76.78436066,19,27.87191441,10,1
103.3,45.26300294,10,27.87191441,5,1
100,362.8634778,26,30.72689799,4,2
